PassengerId,Survived,Pclass,Name,Sex,Age,Title,IsMarried,SibSp,Parch,FamilySize,Fare,FareGroup,Cabin,Deck,Embarked,AgeGroup
1145,0,3,"Salander, Mr. Karl Johan",male,24.0,Mr,0,0,0,1,9.325,Medium,,T,S,Young Adult
1146,0,3,"Wenzel, Mr. Linhart",male,32.5,Mr,0,0,0,1,9.5,Medium,,T,S,Young Adult
1147,0,3,"MacKay, Mr. George William",male,25.0,Mr,0,0,0,1,7.55,Low,,T,S,Unknown
1148,0,3,"Mahon, Mr. John",male,25.0,Mr,0,0,0,1,7.75,Low,,T,Q,Unknown
1149,0,3,"Niklasson, Mr. Samuel",male,28.0,Mr,0,0,0,1,8.05,Medium,,T,S,Young Adult
1150,1,2,"Bentham, Miss. Lilian W",female,19.0,Miss,0,0,0,1,13.0,Medium,,T,S,Young Adult
1151,0,3,"Midtsjo, Mr. Karl Albert",male,21.0,Mr,0,0,0,1,7.775,Low,,T,S,Young Adult
1152,0,3,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,Mr,0,1,0,2,17.4,High,,T,S,Adult
1153,0,3,"Nilsson, Mr. August Ferdinand",male,21.0,Mr,0,0,0,1,7.8542,Low,,T,S,Young Adult
1154,1,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",female,29.0,Mrs,1,0,2,3,23.0,High,,T,S,Young Adult
1155,1,3,"Klasen, Miss. Gertrud Emilia",female,1.0,Miss,0,1,1,3,12.1833,Medium,,T,S,Infant
1156,0,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,Mr,0,0,0,1,12.7375,Medium,,T,C,Young Adult
1157,0,3,"Lyntakoff, Mr. Stanko",male,25.0,Mr,0,0,0,1,7.8958,Low,,T,S,Unknown
1158,0,1,"Chisholm, Mr. Roderick Robert Crispin",male,40.0,Mr,0,0,0,1,0.0,Unknown,,T,S,Unknown
1159,0,3,"Warren, Mr. Charles William",male,25.0,Mr,0,0,0,1,7.55,Low,,T,S,Unknown
1160,1,3,"Howard, Miss. May Elizabeth",female,24.0,Miss,0,0,0,1,8.05,Medium,,T,S,Unknown
1161,0,3,"Pokrnic, Mr. Mate",male,17.0,Mr,0,0,0,1,8.6625,Medium,,T,S,Teenager
1162,0,1,"McCaffry, Mr. Thomas Francis",male,46.0,Mr,0,0,0,1,75.2417,Very High,C6,C,C,Adult
1163,0,3,"Fox, Mr. Patrick",male,25.0,Mr,0,0,0,1,7.75,Low,,T,Q,Unknown
1164,1,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,Mrs,1,1,0,2,136.7792,Very High,C89,C,C,Young Adult
1165,1,3,"Lennon, Miss. Mary",female,24.0,Miss,0,1,0,2,15.5,High,,T,Q,Unknown
1166,0,3,"Saade, Mr. Jean Nassr",male,25.0,Mr,0,0,0,1,7.225,Low,,T,C,Unknown
1167,1,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,Miss,0,1,0,2,26.0,High,,T,S,Young Adult
1168,0,2,"Parker, Mr. Clifford Richard",male,28.0,Mr,0,0,0,1,10.5,Medium,,T,S,Young Adult
1169,0,2,"Faunthorpe, Mr. Harry",male,40.0,Mr,0,1,0,2,26.0,High,,T,S,Adult
1170,0,2,"Ware, Mr. John James",male,30.0,Mr,0,1,0,2,21.0,High,,T,S,Young Adult
1171,0,2,"Oxenham, Mr. Percy Thomas",male,22.0,Mr,0,0,0,1,10.5,Medium,,T,S,Young Adult
1172,1,3,"Oreskovic, Miss. Jelka",female,23.0,Miss,0,0,0,1,8.6625,Medium,,T,S,Young Adult
1173,0,3,"Peacock, Master. Alfred Edward",male,0.75,Master,0,1,1,3,13.775,Medium,,T,S,Infant
1174,1,3,"Fleming, Miss. Honora",female,24.0,Miss,0,0,0,1,7.75,Low,,T,Q,Unknown
1175,1,3,"Touma, Miss. Maria Youssef",female,9.0,Miss,0,1,1,3,15.2458,High,,T,C,Child
1176,1,3,"Rosblom, Miss. Salli Helena",female,2.0,Miss,0,1,1,3,20.2125,High,,T,S,Infant
1177,0,3,"Dennis, Mr. William",male,36.0,Mr,0,0,0,1,7.25,Low,,T,S,Adult
1178,0,3,"Franklin, Mr. Charles (Charles Fardon)",male,25.0,Mr,0,0,0,1,7.25,Low,,T,S,Unknown
1179,0,1,"Snyder, Mr. John Pillsbury",male,24.0,Mr,0,1,0,2,82.2667,Very High,B45,B,S,Young Adult
1180,0,3,"Mardirosian, Mr. Sarkis",male,25.0,Mr,0,0,0,1,7.2292,Low,F E46,F,C,Unknown
1181,0,3,"Ford, Mr. Arthur",male,25.0,Mr,0,0,0,1,8.05,Medium,,T,S,Unknown
1182,0,1,"Rheims, Mr. George Alexander Lucien",male,40.0,Mr,0,0,0,1,39.6,Very High,,T,S,Unknown
1183,1,3,"Daly, Miss. Margaret Marcella Maggie""""",female,30.0,Miss,0,0,0,1,6.95,Low,,T,Q,Young Adult
1184,0,3,"Nasr, Mr. Mustafa",male,25.0,Mr,0,0,0,1,7.2292,Low,,T,C,Unknown
1185,0,1,"Dodge, Dr. Washington",male,53.0,Dr,0,1,1,3,81.8583,Very High,A34,A,S,Middle-aged
1186,0,3,"Wittevrongel, Mr. Camille",male,36.0,Mr,0,0,0,1,9.5,Medium,,T,S,Adult
1187,0,3,"Angheloff, Mr. Minko",male,26.0,Mr,0,0,0,1,7.8958,Low,,T,S,Young Adult
1188,1,2,"Laroche, Miss. Louise",female,1.0,Miss,0,1,2,4,41.5792,Very High,,T,C,Infant
1189,0,3,"Samaan, Mr. Hanna",male,25.0,Mr,0,2,0,3,21.6792,High,,T,C,Unknown
1190,0,1,"Loring, Mr. Joseph Holland",male,30.0,Mr,0,0,0,1,45.5,Very High,,T,S,Young Adult
1191,0,3,"Johansson, Mr. Nils",male,29.0,Mr,0,0,0,1,7.8542,Low,,T,S,Young Adult
1192,0,3,"Olsson, Mr. Oscar Wilhelm",male,32.0,Mr,0,0,0,1,7.775,Low,,T,S,Young Adult
1193,0,2,"Malachard, Mr. Noel",male,18.5,Mr,0,0,0,1,15.0458,High,D,D,C,Unknown
1194,0,2,"Phillips, Mr. Escott Robert",male,43.0,Mr,0,0,1,2,21.0,High,,T,S,Adult
1195,0,3,"Pokrnic, Mr. Tome",male,24.0,Mr,0,0,0,1,8.6625,Medium,,T,S,Young Adult
1196,1,3,"McCarthy, Miss. Catherine Katie""""",female,24.0,Miss,0,0,0,1,7.75,Low,,T,Q,Unknown
1197,1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64.0,Mrs,1,1,1,3,26.55,High,B26,B,S,Middle-aged
1198,0,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,Mr,0,1,2,4,151.55,Very High,C22 C26,C,S,Young Adult
1199,0,3,"Aks, Master. Philip Frank",male,0.83,Master,0,0,1,2,9.35,Medium,,T,S,Infant
1200,0,1,"Hays, Mr. Charles Melville",male,55.0,Mr,0,1,1,3,93.5,Very High,B69,B,S,Middle-aged
1201,1,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,Mrs,1,1,0,2,14.1083,Medium,,T,S,Adult
1202,0,3,"Cacic, Mr. Jego Grga",male,18.0,Mr,0,0,0,1,8.6625,Medium,,T,S,Teenager
1203,0,3,"Vartanian, Mr. David",male,22.0,Mr,0,0,0,1,7.225,Low,,T,C,Young Adult
1204,0,3,"Sadowitz, Mr. Harry",male,25.0,Mr,0,0,0,1,7.575,Low,,T,S,Unknown
1205,1,3,"Carr, Miss. Jeannie",female,37.0,Miss,0,0,0,1,7.75,Low,,T,Q,Adult
1206,1,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,Mrs,1,0,0,1,135.6333,Very High,C32,C,C,Middle-aged
1207,1,3,"Hagardon, Miss. Kate",female,17.0,Miss,0,0,0,1,7.7333,Low,,T,Q,Teenager
1208,0,1,"Spencer, Mr. William Augustus",male,57.0,Mr,0,1,0,2,146.5208,Very High,B78,B,C,Middle-aged
1209,0,2,"Rogers, Mr. Reginald Harry",male,19.0,Mr,0,0,0,1,10.5,Medium,,T,S,Young Adult
1210,0,3,"Jonsson, Mr. Nils Hilding",male,27.0,Mr,0,0,0,1,7.8542,Low,,T,S,Young Adult
1211,0,2,"Jefferys, Mr. Ernest Wilfred",male,22.0,Mr,0,2,0,3,31.5,Very High,,T,S,Young Adult
1212,0,3,"Andersson, Mr. Johan Samuel",male,26.0,Mr,0,0,0,1,7.775,Low,,T,S,Young Adult
1213,0,3,"Krekorian, Mr. Neshan",male,25.0,Mr,0,0,0,1,7.2292,Low,F E57,F,C,Young Adult
1214,0,2,"Nesson, Mr. Israel",male,26.0,Mr,0,0,0,1,13.0,Medium,F2,F,S,Young Adult
1215,0,1,"Rowe, Mr. Alfred G",male,33.0,Mr,0,0,0,1,26.55,High,,T,S,Young Adult
1216,1,1,"Kreuchen, Miss. Emilie",female,39.0,Miss,0,0,0,1,211.3375,Very High,,T,S,Adult
1217,0,3,"Assam, Mr. Ali",male,23.0,Mr,0,0,0,1,7.05,Low,,T,S,Young Adult
1218,1,2,"Becker, Miss. Ruth Elizabeth",female,12.0,Miss,0,2,1,4,39.0,Very High,F4,F,S,Child
1219,0,1,"Rosenshine, Mr. George (Mr George Thorne"")""",male,46.0,Mr,0,0,0,1,79.2,Very High,,T,C,Adult
1220,0,2,"Clarke, Mr. Charles Valentine",male,29.0,Mr,0,1,0,2,26.0,High,,T,S,Young Adult
1221,0,2,"Enander, Mr. Ingvar",male,21.0,Mr,0,0,0,1,13.0,Medium,,T,S,Young Adult
1222,1,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48.0,Mrs,1,0,2,3,36.75,Very High,,T,S,Adult
1223,0,1,"Dulles, Mr. William Crothers",male,39.0,Mr,0,0,0,1,29.7,High,A18,A,C,Adult
1224,0,3,"Thomas, Mr. Tannous",male,25.0,Mr,0,0,0,1,7.225,Low,,T,C,Unknown
1225,1,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female,19.0,Mrs,1,1,1,3,15.7417,High,,T,C,Young Adult
1226,0,3,"Cor, Mr. Ivan",male,27.0,Mr,0,0,0,1,7.8958,Low,,T,S,Young Adult
1227,0,1,"Maguire, Mr. John Edward",male,30.0,Mr,0,0,0,1,26.0,High,C106,C,S,Young Adult
1228,0,2,"de Brito, Mr. Jose Joaquim",male,32.0,Mr,0,0,0,1,13.0,Medium,,T,S,Young Adult
1229,0,3,"Elias, Mr. Joseph",male,39.0,Mr,0,0,2,3,7.2292,Low,,T,C,Adult
1230,0,2,"Denbury, Mr. Herbert",male,25.0,Mr,0,0,0,1,31.5,Very High,,T,S,Young Adult
1231,0,3,"Betros, Master. Seman",male,25.0,Master,0,0,0,1,7.2292,Low,,T,C,Unknown
1232,0,2,"Fillbrook, Mr. Joseph Charles",male,18.0,Mr,0,0,0,1,10.5,Medium,,T,S,Teenager
1233,0,3,"Lundstrom, Mr. Thure Edvin",male,32.0,Mr,0,0,0,1,7.5792,Low,,T,S,Young Adult
1234,0,3,"Sage, Mr. John George",male,25.0,Mr,0,1,9,11,69.55,Very High,,T,S,Unknown
1235,1,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58.0,Mrs,1,0,1,2,512.3292,Unknown,B51 B53 B55,B,C,Middle-aged
1236,0,3,"van Billiard, Master. James William",male,25.0,Master,0,1,1,3,14.5,High,,T,S,Unknown
1237,1,3,"Abelseth, Miss. Karen Marie",female,16.0,Miss,0,0,0,1,7.65,Low,,T,S,Teenager
1238,0,2,"Botsford, Mr. William Hull",male,26.0,Mr,0,0,0,1,13.0,Medium,,T,S,Young Adult
1239,1,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,Mrs,1,0,0,1,7.2292,Low,,T,C,Adult
1240,0,2,"Giles, Mr. Ralph",male,24.0,Mr,0,0,0,1,13.5,Medium,,T,S,Young Adult
1241,1,2,"Walcroft, Miss. Nellie",female,31.0,Miss,0,0,0,1,21.0,High,,T,S,Young Adult
1242,1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,Mrs,1,0,1,2,63.3583,Very High,D10 D12,D,C,Adult
1243,0,2,"Stokes, Mr. Philip Joseph",male,25.0,Mr,0,0,0,1,10.5,Medium,,T,S,Young Adult
1244,0,2,"Dibden, Mr. William",male,18.0,Mr,0,0,0,1,73.5,Very High,,T,S,Teenager
1245,0,2,"Herman, Mr. Samuel",male,49.0,Mr,0,1,2,4,65.0,Very High,,T,S,Adult
1246,1,3,"Dean, Miss. Elizabeth Gladys Millvina""""",female,0.17,Miss,0,1,2,4,20.575,High,,T,S,Infant
1247,0,1,"Julian, Mr. Henry Forbes",male,50.0,Mr,0,0,0,1,26.0,High,E60,E,S,Adult
1248,1,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",female,59.0,Mrs,1,2,0,3,51.4792,Very High,C101,C,S,Middle-aged
1249,0,3,"Lockyer, Mr. Edward",male,25.0,Mr,0,0,0,1,7.8792,Low,,T,S,Unknown
1250,0,3,"O'Keefe, Mr. Patrick",male,25.0,Mr,0,0,0,1,7.75,Low,,T,Q,Unknown
1251,1,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,Mrs,1,1,0,2,15.55,High,,T,S,Young Adult
1252,0,3,"Sage, Master. William Henry",male,14.5,Master,0,8,2,11,69.55,Very High,,T,S,Teenager
1253,1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,Mrs,1,1,1,3,37.0042,Very High,,T,C,Young Adult
1254,1,2,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,Mrs,1,0,0,1,21.0,High,,T,S,Young Adult
1255,0,3,"Strilic, Mr. Ivan",male,27.0,Mr,0,0,0,1,8.6625,Medium,,T,S,Young Adult
1256,1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",female,25.0,Mrs,1,1,0,2,55.4417,Very High,E50,E,C,Young Adult
1257,1,3,"Sage, Mrs. John (Annie Bullen)",female,24.0,Mrs,1,1,9,11,69.55,Very High,,T,S,Unknown
1258,0,3,"Caram, Mr. Joseph",male,25.0,Mr,0,1,0,2,14.4583,High,,T,C,Unknown
1259,1,3,"Riihivouri, Miss. Susanna Juhantytar Sanni""""",female,22.0,Miss,0,0,0,1,39.6875,Very High,,T,S,Young Adult
1260,1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45.0,Mrs,1,0,1,2,59.4,Very High,,T,C,Adult
1261,0,2,"Pallas y Castello, Mr. Emilio",male,29.0,Mr,0,0,0,1,13.8583,Medium,,T,C,Young Adult
1262,0,2,"Giles, Mr. Edgar",male,21.0,Mr,0,1,0,2,11.5,Medium,,T,S,Young Adult
1263,1,1,"Wilson, Miss. Helen Alice",female,31.0,Miss,0,0,0,1,134.5,Very High,E39 E41,E,C,Young Adult
1264,0,1,"Ismay, Mr. Joseph Bruce",male,49.0,Mr,0,0,0,1,0.0,Unknown,B52 B54 B56,B,S,Adult
1265,0,2,"Harbeck, Mr. William H",male,44.0,Mr,0,0,0,1,13.0,Medium,,T,S,Adult
1266,1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54.0,Mrs,1,1,1,3,81.8583,Very High,A34,A,S,Middle-aged
1267,1,1,"Bowen, Miss. Grace Scott",female,45.0,Miss,0,0,0,1,262.375,Very High,,T,C,Adult
1268,1,3,"Kink, Miss. Maria",female,22.0,Miss,0,2,0,3,8.6625,Medium,,T,S,Young Adult
1269,0,2,"Cotterill, Mr. Henry Harry""""",male,21.0,Mr,0,0,0,1,11.5,Medium,,T,S,Young Adult
1270,0,1,"Hipkins, Mr. William Edward",male,55.0,Mr,0,0,0,1,50.0,Very High,C39,C,S,Middle-aged
1271,0,3,"Asplund, Master. Carl Edgar",male,5.0,Master,0,4,2,7,31.3875,Very High,,T,S,Child
1272,0,3,"O'Connor, Mr. Patrick",male,25.0,Mr,0,0,0,1,7.75,Low,,T,Q,Unknown
1273,0,3,"Foley, Mr. Joseph",male,26.0,Mr,0,0,0,1,7.8792,Low,,T,Q,Young Adult
1274,1,3,"Risien, Mrs. Samuel (Emma)",female,24.0,Mrs,1,0,0,1,14.5,High,,T,S,Unknown
1275,1,3,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19.0,Mrs,1,1,0,2,16.1,High,,T,S,Young Adult
1276,0,2,"Wheeler, Mr. Edwin Frederick""""",male,18.5,Mr,0,0,0,1,12.875,Medium,,T,S,Unknown
1277,1,2,"Herman, Miss. Kate",female,24.0,Miss,0,1,2,4,65.0,Very High,,T,S,Young Adult
1278,0,3,"Aronsson, Mr. Ernst Axel Algot",male,24.0,Mr,0,0,0,1,7.775,Low,,T,S,Young Adult
1279,0,2,"Ashby, Mr. John",male,57.0,Mr,0,0,0,1,13.0,Medium,,T,S,Middle-aged
1280,0,3,"Canavan, Mr. Patrick",male,21.0,Mr,0,0,0,1,7.75,Low,,T,Q,Young Adult
1281,0,3,"Palsson, Master. Paul Folke",male,6.0,Master,0,3,1,5,21.075,High,,T,S,Child
1282,0,1,"Payne, Mr. Vivian Ponsonby",male,23.0,Mr,0,0,0,1,93.5,Very High,B24,B,S,Young Adult
1283,1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,51.0,Mrs,1,0,1,2,39.4,Very High,D28,D,S,Middle-aged
1284,0,3,"Abbott, Master. Eugene Joseph",male,13.0,Master,0,0,2,3,20.25,High,,T,S,Teenager
1285,0,2,"Gilbert, Mr. William",male,47.0,Mr,0,0,0,1,10.5,Medium,,T,S,Adult
1286,0,3,"Kink-Heilmann, Mr. Anton",male,29.0,Mr,0,3,1,5,22.025,High,,T,S,Young Adult
1287,1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18.0,Mrs,1,1,0,2,60.0,Very High,C31,C,S,Teenager
1288,0,3,"Colbert, Mr. Patrick",male,24.0,Mr,0,0,0,1,7.25,Low,,T,Q,Young Adult
1289,1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48.0,Mrs,1,1,1,3,79.2,Very High,B41,B,C,Adult
1290,0,3,"Larsson-Rondberg, Mr. Edvard A",male,22.0,Mr,0,0,0,1,7.775,Low,,T,S,Young Adult
1291,0,3,"Conlon, Mr. Thomas Henry",male,31.0,Mr,0,0,0,1,7.7333,Low,,T,Q,Young Adult
1292,1,1,"Bonnell, Miss. Caroline",female,30.0,Miss,0,0,0,1,164.8667,Very High,C7,C,S,Young Adult
1293,0,2,"Gale, Mr. Harry",male,38.0,Mr,0,1,0,2,21.0,High,,T,S,Adult
1294,1,1,"Gibson, Miss. Dorothy Winifred",female,22.0,Miss,0,0,1,2,59.4,Very High,,T,C,Young Adult
1295,0,1,"Carrau, Mr. Jose Pedro",male,17.0,Mr,0,0,0,1,47.1,Very High,,T,S,Teenager
1296,0,1,"Frauenthal, Mr. Isaac Gerald",male,43.0,Mr,0,1,0,2,27.7208,High,D40,D,C,Adult
1297,0,2,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",male,20.0,Mr,0,0,0,1,13.8625,Medium,D38,D,C,Young Adult
1298,0,2,"Ware, Mr. William Jeffery",male,23.0,Mr,0,1,0,2,10.5,Medium,,T,S,Young Adult
1299,0,1,"Widener, Mr. George Dunton",male,50.0,Mr,0,1,1,3,211.5,Very High,C80,C,C,Adult
1300,1,3,"Riordan, Miss. Johanna Hannah""""",female,24.0,Miss,0,0,0,1,7.7208,Low,,T,Q,Unknown
1301,1,3,"Peacock, Miss. Treasteall",female,3.0,Miss,0,1,1,3,13.775,Medium,,T,S,Child
1302,1,3,"Naughton, Miss. Hannah",female,24.0,Miss,0,0,0,1,7.75,Low,,T,Q,Unknown
1303,1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,37.0,Mrs,1,1,0,2,90.0,Very High,C78,C,Q,Adult
1304,1,3,"Henriksson, Miss. Jenny Lovisa",female,28.0,Miss,0,0,0,1,7.775,Low,,T,S,Young Adult
1305,0,3,"Spector, Mr. Woolf",male,25.0,Mr,0,0,0,1,8.05,Medium,,T,S,Unknown
1306,1,1,"Oliva y Ocana, Dona. Fermina",female,39.0,Dona,0,0,0,1,108.9,Very High,C105,C,C,Adult
1307,0,3,"Saether, Mr. Simon Sivertsen",male,38.5,Mr,0,0,0,1,7.25,Low,,T,S,Adult
1308,0,3,"Ware, Mr. Frederick",male,25.0,Mr,0,0,0,1,8.05,Medium,,T,S,Unknown
1309,0,3,"Peter, Master. Michael J",male,25.0,Master,0,1,1,3,22.3583,High,,T,C,Unknown
